codeSubstance;denominationSubstance;natureComposant;;;
72012;IDARUCIZUMAB ;SA;;;
21771;PROPRANOLOL;ST;;;
7277;LEUPRORÉLINE;SA;;;
50149;D,L-HYDROGÉNOMALATE D'ALMOTRIPTAN;SA;;;
64860;ALMOTRIPTAN;ST;;;
90752;ARNICA MONTANA, RADIX POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
5296;INOSINE MONOPHOSPHATE DISODIQUE DIHYDRATÉ;SA;;;
18812;CHLORHYDRATE DE LÉVOBUNOLOL;SA;;;
97359;ULEXITE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
94011;RILPIVIRINE (CHLORHYDRATE DE);SA;;;
5080;CHLORHYDRATE D'OXYMÉTAZOLINE;SA;;;
2877;SULFAMÉTHIZOL;SA;;;
95013;APIUM DULCE POUR PRÉPARATIONS HOMÉOPAHIQUES;SA;;;
114;DIFLUPREDNATE;SA;;;
35532;ALENDRONIQUE (ACIDE);ST;;;
51371;FUMARATE DE DIMÉTHYLE;SA;;;
218;THYM;SA;;;
5647;GENIÈVRE;SA;;;
16156;RHAPONTIC (RACINE DE);SA;;;
27414;ARRÊTE-BOEUF (RACINE D');SA;;;
41553;ROMARIN;SA;;;
76742;BOULEAU;SA;;;
86086;FUMETERRE (PARTIE AÉRIENNE FLEURIE);SA;;;
74522;CICLÉSONIDE;SA;;;
39511;EXTRAIT SEC D'ÉCORCE DE BOURDAINE;SA;;;
49212;CASCARA (EXTRAIT SEC DE);SA;;;
38741;ROPIVACAÏNE (CHLORHYDRATE DE) MONOHYDRATÉ;SA;;;
83934;CHLORHYDRATE DE ROPIVACAÏNE ANHYDRE;ST;;;
4468;POTASSIUM (BICARBONATE DE);SA;;;
5356;SODIUM (ALGINATE DE);SA;;;
23378;ARGENT NATIF POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
30470;PRASUGREL;SA;;;
56894;ALTÉPLASE ;SA;;;
34720;OLODATÉROL;ST;;;
78014;CHLORHYDRATE D'OLODATÉROL;SA;;;
84495;POPULATION ENRICHIE EN CELLULES CD34+ AUTOLOGUES CONTENANT DES CELLULES SOUCHES ET PROGÉNITRICES HÉMATOPOÏÉTIQUES  TRANSDUITES EX VIVO AVEC UN VECTEUR LENTIVIRAL CODANT POUR L&RSQUO;;;;
43367;RANIBIZUMAB ;SA;;;
34654;TRIFAROTÈNE;SA;;;
44028;OLSALAZINE SODIQUE;SA;;;
73141;OLSALAZINE BASE;ST;;;
2693;ISONIAZIDE;SA;;;
58312;TRASTUZUMAB DÉRUXTÉCAN ;SA;;;
63130;ACÉBUTOLOL;ST;;;
23504;MEPHITIS PUTORIUS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
52;CHLORHYDRATE D'APOMORPHINE HÉMIHYDRATÉ;SA;;;
29922;CONCENTRÉ DE PROTÉINES COAGULABLES ;SA;;;
4813;COBALT (GLUCONATE DE);SA;;;
5067;NICKEL (GLUCONATE DE);SA;;;
82404;NICKEL;ST;;;
5922;ALFENTANIL;ST;;;
6166;ALFENTANIL (CHLORHYDRATE D');SA;;;
5002;GLUCONATE DE LITHIUM;SA;;;
10394;DIMÉTICONE SILICE;SA;;;
6292;FOTÉMUSTINE;SA;;;
42539;TÉBENTAFUSP;SA;;;
25101;SARCOLACTICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
82102;ZINCUM OXYDATUM POUR PRÉPARATIONS HOMÉOPATIQUES;SA;;;
3276;TIDIACIC ARGININE;SA;;;
9364;CALCAREA PHOSPHORICA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
1824;THIAMPHÉNICOL;SA;;;
35415;TRAMADOL BASE;ST;;;
2596;IOHEXOL;SA;;;
17445;CHLORHYDRATE DE NILOTINIB MONOHYDRATÉ;SA;;;
71030;NILOTINIB;ST;;;
17055;DURVALUMAB ;SA;;;
3478;PREDNISOLONE (PHOSPHATE DISODIQUE DE);SA;;;
31558;LÉNOGRASTIM ;SA;;;
86741;OLIVENITE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
23926;ARTICHAUT (FEUILLE D') (EXTRAIT SEC DE);SA;;;
10562;NÉDOCROMIL SODIQUE;SA;;;
1150;AMPHOTÉRICINE B;SA;;;
55721;SÉVÉLAMER (CARBONATE DE);SA;;;
63843;AMMI VISNAGA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
525;GENTAMICINE (SULFATE DE);SA;;;
47604;GENTAMICINE;ST;;;
46228;AMPELOPSIS QUINQUEFOLIA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
2215;PRISTINAMYCINE;SA;;;
6254;FLUMAZÉNIL;SA;;;
547;VALPROMIDE;SA;;;
8137;ZUCLOPENTHIXOL (ACÉTATE DE);SA;;;
76058;POUMON HISTAMINE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
28741;SPIGELIA ANTHELMIA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
6776;HYDROMORPHONE;ST;;;
25114;CHLORHYDRATE D'HYDROMORPHONE;SA;;;
42124;TERLIPRESSINE;ST;;;
36836;CHLORHYDRATE DE BENDAMUSTINE MONOHYDRATÉ;SA;;;
5414;LIERRE GRIMPANT (FEUILLE DE) (EXTRAIT SEC DE);SA;;;
49970;LORLATINIB;SA;;;
3748;ANÉTHOLTRITHIONE;SA;;;
2940;ALUMINIUM (OXYDE D') HYDRATÉ;SA;;;
7572;PHOSPHATE MONOSODIQUE MONOHYDRATÉ;SA;;;
12662;PHOSPHATE DISODIQUE ANHYDRE;SA;;;
11456;POLYSTYRÈNE SULFONATE DE CALCIUM;SA;;;
21374;ÉRIBULINE;ST;;;
67656;MÉSILATE D'ÉRIBULINE;SA;;;
99915;RISÉDRONIQUE (ACIDE);ST;;;
12345;SECNIDAZOLE;SA;;;
96013;AMILORIDE (CHLORHYDRATE D') ANHYDRE;ST;;;
65807;NALOXONE BASE;ST;;;
4468;BICARBONATE DE POTASSIUM;SA;;;
3096;DIGITALIS PURPUREA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
11935;TRIFLURIDINE;SA;;;
19514;PEROXYDE D'HYDROGÈNE, SOLUTION À 3 POUR CENT;SA;;;
29335;SUNITINIB;ST;;;
41239;MALATE DE SUNITINIB;SA;;;
16670;RAMUCIRUMAB ;SA;;;
8212;NUX MOSCHATA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
80945;ROLAPITANT;ST;;;
88219;CHLORHYDRATE DE ROLAPITANT MONOHYDRATÉ;SA;;;
4862;ADRÉNALINE (CHLORHYDRATE D');SA;;;
30834;GÉMÉPROST;SA;;;
2314;SENNA POUR PREPARATIONS HOMEOPATHIQUES;SA;;;
56520;ASCLEPIAS VINCETOXICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
96655;KÉTOROLAC TROMÉTAMOL;SA;;;
49387;AESCULUS GLABRA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
47933;SODIUM (PICOSULFATE DE);SA;;;
1593;CHLORHYDRATE DE DÉMÉCLOCYCLINE;SA;;;
70512;DÉMÉCLOCYCLINE BASE;ST;;;
52246;POLLENS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
55952;AXICABTAGÈNE CILOLEUCEL ;SA;;;
47013;LAZULITE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
21101;GALEOPSIS OCHROLEUCA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
24391;YERBA SANTA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
80441;EPHEDRA VULGARIS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
20433;PONATINIB;ST;;;
44076;CHLORHYDRATE DE PONATINIB;SA;;;
2715;ALUMINA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
2332;RIFAMPICINE;SA;;;
360;MÉSILATE DE TRIMIPRAMINE;SA;;;
70832;EXTRAIT SEC DE PARTIE AÉRIENNE DE GRANDE CAMOMILLE;SA;;;
3344;HYDROXYPROGESTÉRONE (CAPROATE D');SA;;;
85939;CHLORHYDRATE DE SITAGLIPTINE MONOHYDRATÉ;SA;;;
1990;CHLORHYDRATE DE MAPROTILINE;SA;;;
2934;TESTOSTÉRONE;SA;;;
141;DACARBAZINE;ST;;;
35048;CITRATE DE DACARBAZINE;SA;;;
79481;AZTRÉONAM;SA;;;
72602;DESFLURANE;SA;;;
50945;STRONTIUM MURIATICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
89999;GUÊPE VESPILA (VENIN DE);SA;;;
4171;OXYDE DE BISMUTH;ST;;;
4630;CHLORHYDRATE DE TÉTRACYCLINE;SA;;;
78337;SOUS-CITRATE DE BISMUTH POTASSIQUE;SA;;;
74572;RACINE D'HARPAGOPHYTON;SA;;;
80639;SULFATE DE FOMÉPIZOLE;SA;;;
91928;FOMÉPIZOLE;ST;;;
17561;PRUCALOPRIDE;ST;;;
93564;PRUCALOPRIDE SUCCINATE;SA;;;
2997;FUMARATE FERREUX;SA;;;
40081;ASPÉRULE ODORANTE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
45002;NAFARÉLINE BASE;ST;;;
82435;ACÉTATE DE NAFARÉLINE;SA;;;
29165;NALMÉFÈNE;ST;;;
85057;CHLORHYDRATE DE NALMÉFÈNE DIHYDRATÉ;SA;;;
18959;MELISSA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
24624;SOTORASIB;SA;;;
5126;DODÉCLONIUM (BROMURE DE);SA;;;
71195;ESCULOSIDE SESQUIHYDRATÉ;SA;;;
3157;PARAHYDROXYCINNAMIQUE (ACIDE);SA;;;
5031;MÉTHYLSILANETRIOL ET DE SALICYLATE DE SODIUM (SOLUTION DE);SA;;;
89901;TÉNOFOVIR DISOPROXIL (FUMARATE DE);SA;;;
1995;ANISUM STELLATUM ;SA;;;
4802;URÉE;SA;;;
8811;MERCURIUS CYANATUS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
10157;VANCOMYCINE (CHLORHYDRATE DE);SA;;;
28416;VANCOMYCINE;ST;;;
57252;TRITICUM REPENS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
923;DL-ALPHA TOCOPHÉROL;SA;;;
5047;CHLORHYDRATE DE LÉVOMÉPROMAZINE;SA;;;
3868;CASSIS (SUC DE);SA;;;
4653;CHLORURE DE SUXAMÉTHONIUM;SA;;;
56520;VINCETOXICUM HIRUNDINARIA POUR PRÉPARATIONS HOMÉOPATHIQUES (RACINE FRAÎCHE DE);SA;;;
24504;TURNERA DIFFUSA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
82941;TROPAEOLUM MAJUS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
74919;CORIFOLLITROPINE ALFA ;SA;;;
77447;DUPILUMAB ;SA;;;
6818;PASSIFLORE (PARTIE AÉRIENNE DE) (EXTRAIT SEC DE);SA;;;
4653;CHLORURE DE SUXAMÉTHONIUM;ST;;;
67541;CHLORURE DE SUXAMÉTHONIUM DIHYDRATÉ;SA;;;
35029;FROVATRIPTAN;ST;;;
63122;DIPHTERICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
5633;SODIUM (HYALURONATE DE);SA;;;
16484;HORMONE FOLLICULO STIMULANTE ;SA;;;
85999;HORMONE LUTÉINISANTE HUMAINE ;SA;;;
2245;ACÉTATE DE CHLORMADINONE;SA;;;
21139;MYRRHE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
5546;ACIDE PENTÉTIQUE;SA;;;
155;HUILE ESSENTIELLE D'EUCALYPTUS;SA;;;
157;TÉRÉBENTHINE (ESSENCE DE);SA;;;
436;CAMPHRE;SA;;;
3044;CARBOCYSTEINE;SA;;;
2449;DOBÉSILATE DE CALCIUM;SA;;;
3927;ACÉTATE DE MÉTHYLPREDNISOLONE;SA;;;
18436;OSSEINE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
96023;ASIMINA TRILOBA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
13911;GLUCONATE DE SODIUM;SA;;;
16890;RAUWOLFIA SERPENTINA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
56797;PROTÉINE L1 DE PAPILLOMAVIRUS HUMAIN DE TYPE 18 (HPV) (RECOMBINANT, ADSORBÉ, AVEC ADJUVANT) ;SA;;;
65546;PROTÉINE L1 DE PAPILLOMAVIRUS HUMAIN DE TYPE 16 (HPV) (RECOMBINANT, ADSORBÉ, AVEC ADJUVANT) ;SA;;;
56554;GUARANA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
861;NALOXONE (CHLORHYDRATE DE) ANHYDRE;SA;;;
80443;EQUISETUM HIEMALE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
29107;PHOSPHATE DISODIQUE DIHYDRATÉ;SA;;;
342;TRIMÉTHOPRIME;SA;;;
2878;SULFAMÉTHOXAZOLE;SA;;;
3505;MAGNÉSIUM (PIDOLATE DE);SA;;;
17191;LÉVOFOLINATE CALCIQUE PENTAHYDRATÉ;SA;;;
64091;CHLORHYDRATE DE QUINAGOLIDE;SA;;;
78915;QUINAGOLIDE;ST;;;
25117;AMANITA MUSCARIA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
29566;ABROCITINIB;SA;;;
70774;SALVIA OFFICINALIS, INFUSÉ POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
49272;SIMÉPRÉVIR SODIQUE;SA;;;
94406;SIMÉPRÉVIR;ST;;;
4999;ACIDE HYDROXY-4 BUTYRIQUE;ST;;;
10876;HYDROXY-4-BUTYRATE DE SODIUM;SA;;;
56686;ASTERIAS RUBENS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
829;SUCCINATE DE LOXAPINE;SA;;;
44214;LOXAPINE BASE;ST;;;
59589;PULMINE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
50149;MALATE D'ALMOTRIPTAN;SA;;;
1938;CHARBON VÉGÉTAL POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
620;QUINIDINE;ST;;;
744;CINCHONIDINE;ST;;;
5140;GLUCONATE DE QUININE;SA;;;
23106;GLUCONATE DE QUINIDINE;SA;;;
25985;CHLORHYDRATE DE CINCHONINE;SA;;;
25996;CHLORHYDRATE DE CINCHONIDINE;SA;;;
88597;CINCHONINE;ST;;;
651;TERPINE;SA;;;
9725;LEPTOSPIRA ICTEROHAEMORRHAGIAE;SA;;;
2594;SODIUM (HYPOCHLORITE DE), SOLUTION D';SA;;;
3550;CÉFRADINE;SA;;;
4168;SACCHAROMYCES CEREVISIAE;SA;;;
7728;MAGNÉSIUM (SULFATE DE) TRIHYDRATÉ;SA;;;
39145;CAPLACIZUMAB ;SA;;;
51389;ASPERGILLUS BRONCHIALIS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
85462;LIPEGFILGRASTIM ;SA;;;
3818;ACÉTATE DE FLUDROCORTISONE;SA;;;
70502;FLUDROCORTISONE;ST;;;
49724;SODIUM (URIDINE 5'-TRIPHOSPHATE DE) (TRISODIQUE) DIHYDRATÉ;SA;;;
75648;ACIDE URIDINE-5' TRIPHOSPHORIQUE SEL TRISODIQUE ANHYDRE;ST;;;
28889;PYRAZINAMIDE;SA;;;
54028;FELDSPATH QUADRATIQUE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
2130;PIPAMPÉRONE (CHLORHYDRATE DE);SA;;;
20950;PIPAMPÉRONE BASE;ST;;;
108;FRUCTOSE;SA;;;
97488;BAMBUSA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
152;NIAOULI (ESSENCE DE);SA;;;
78778;LIGAMENTS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
2419;TARAXACUM OFFICINALE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
25936;PHOSPHATE DE CODÉINE ANHYDRE;ST;;;
3602;ALPHA-TOCOPHÉROL (ACÉTATE D');SA;;;
4031;RÉTINOL (PALMITATE DE);SA;;;
71142;RUSCOSIDES;SA;;;
30613;FORMOTÉROL (FUMARATE DE) DIHYDRATÉ;SA;;;
4752;BÉTAÏNE (CITRATE DE) MONOHYDRATÉ;SA;;;
8873;CALCIUM (PENTÉTATE DE) TRISODIQUE;SA;;;
52784;PEAU POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
64462;CONVOLVULUS ARVENSIS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
2678;DIPHÉNHYDRAMINE (CHLORHYDRATE DE);SA;;;
464;CLONIDINE (CHLORHYDRATE DE);SA;;;
51765;DÉNOSUMAB ;SA;;;
56571;CEREBRINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
4227;EXTRAIT FLUIDE DE RACINE DE GUIMAUVE;SA;;;
5239;VIRUS DE LA RUBÉOLE (SOUCHE WISTAR RA 27/3) (VIVANT, ATTÉNUÉ) ;SA;;;
47161;VIRUS DE LA ROUGEOLE (SOUCHE EDMONSTON ENDERS) (VIVANT, ATTÉNUÉ) ;SA;;;
69186;VIRUS DES OREILLONS (SOUCHE JERYL LYNN) (VIVANT, ATTÉNUÉ) ;SA;;;
79194;NAPHTALINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
616;QUININE BASE;ST;;;
620;QUINIDINE BASE;ST;;;
744;CINCHONIDINE BASE;ST;;;
26004;CHLORHYDRATE DE QUINIDINE;SA;;;
88597;CINCHONINE BASE;ST;;;
3904;MANGANÈSE (GLUCONATE DE);SA;;;
6092;FLUTAMIDE;SA;;;
52488;SÉNÉ (FEUILLE DE), EXTRAIT SEC TITRÉ DE;SA;;;
3100;PHELLANDRIUM AQUATICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
3291;ANTIMONIUM SULFURATUM AUREUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
73790;BROMFÉNAC SODIQUE SESQUIHYDRATÉ;SA;;;
87921;BROMFÉNAC;ST;;;
21037;FLUOROESTRADIOL (18F);SA;;;
76913;TREPROSTINIL MONOHYDRATÉ;SA;;;
533;CITRULLINE (MALATE DE);SA;;;
81742;ROMIPLOSTIM ;SA;;;
43621;LAC DEFLORATUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
45730;(S)-LACTATE DE SODIUM;ST;;;
5809;AURUM MURIATICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
7482;KALIUM IODATUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
5465;OXAZOCILLINE;SA;;;
27707;OXACILLINE BASE;ST;;;
24417;CHLORHYDRATE D'ÉFLORNITHINE;SA;;;
24945;ÉFLORNITHINE;ST;;;
68590;SUGAMMADEX SODIQUE;SA;;;
69540;SUGAMMADEX;ST;;;
46261;TIROFIBAN;SA;;;
200;TIMOLOL (MALÉATE DE);SA;;;
3149;AMILORIDE (CHLORHYDRATE D');SA;;;
61817;FRAGARIA VESCA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
76196;PEGINTERFÉRON ALFA-2A ;SA;;;
71062;MUQUEUSE SINUSALE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
5085;OXOGLURATE D'ORNITHINE;SA;;;
85750;RÉMIFENTANIL BASE;ST;;;
35590;THALAMUS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
3236;DOXORUBICINE (CHLORHYDRATE DE);SA;;;
88706;LAROTRECTINIB;ST;;;
90645;SULFATE DE LAROTRECTINIB;SA;;;
60910;EXAMÉTAZIME;SA;;;
43182;GRINDÉLIA (EXTRAIT MOU DE);SA;;;
51781;GELSÉMIUM (EXTRAIT DE) (MOU);SA;;;
15401;KETOTIFÈNE;ST;;;
77804;CERTOLIZUMAB PÉGOL ;SA;;;
28519;FOLLITROPINE DELTA ;SA;;;
4558;SODIUM (HYDROGÉNOPHOSPHATE DE) DODÉCAHYDRATÉ;SA;;;
14134;SODIUM (DIHYDROGÉNOPHOSPHATE DE) DIHYDRATÉ;SA;;;
44908;TAZAROTÈNE;SA;;;
99997;GALÈNE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
3193;CHLORPHÉNAMINE (MALÉATE DE);SA;;;
39959;EXTRAIT SEC DE POLLENS DE SEIGLE;SA;;;
63486;EXTRAIT SEC DE POLLENS DE MAÏS;SA;;;
91983;EXTRAIT SEC DE POLLENS DE DACTYLE;SA;;;
93361;EXTRAIT SEC DE POLLENS DE PIN;SA;;;
94333;EXTRAIT SEC DE PISTIL DE MAÏS;SA;;;
45193;DORAVIRINE;SA;;;
159;THYM ROUGE (HUILE ESSENTIELLE DE);SA;;;
3239;HUILE ESSENTIELLE DE LAVANDE;SA;;;
4347;HUILE ESSENTIELLE DE ROMARIN;SA;;;
21873;LÉDIPASVIR;SA;;;
29925;ZANAMIVIR;ST;;;
57095;ZANAMIVIR HYDRATÉ;SA;;;
1522;ÉTHYLMORPHINE;ST;;;
30315;ESPÈCES PECTORALES (EXTRAIT FLUIDE D');SA;;;
473;SODIUM (CROMOGLICATE DE);SA;;;
99857;OCTOCOG ALFA ;SA;;;
1733;HYPOPHYSINE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
83313;ASFOTASE ALFA ;SA;;;
42402;CÉFIDÉROCOL;ST;;;
83705;TOSILATE DE SULFATE DE CÉFIDÉROCOL;SA;;;
50947;ABÉMACICLIB;SA;;;
74223;THALLIUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
861;CHLORHYDRATE DE NALOXONE ANHYDRE;SA;;;
30337;RHÉNIUM [186 RE] (SULFURE DE) (COLLOÏDAL) (SOLUTION INJECTABLE DE);SA;;;
108;LÉVULOSE;SA;;;
5290;CHLORHYDRATE DE CHLORMÉTHINE;SA;;;
80991;CHLORMÉTHINE;ST;;;
72101;DULOXÉTINE BASE;ST;;;
37634;INTERFÉRON BÊTA-1B;SA;;;
20515;PROTÉINE DE FUSION RECOMBINANTE NHBA DE NEISSERIA MENINGITIDIS GROUPE B ;SA;;;
42648;PROTÉINE RECOMBINANTE NADA DE NEISSERIA MENINGITIDIS GROUPE B ;SA;;;
70356;PROTÉINE DE FUSION RECOMBINANTE FHBP DE NEISSERIA MENINGITIDIS GROUPE B ;SA;;;
92342;VÉSICULES DE MEMBRANE EXTERNE (OMV) DE NEISSERIA MENINGITIDIS GROUPE B ;SA;;;
58620;HYPOPHYSINE L.A. POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
32860;FLUOROÉTHYL-L TYROSINE (18F);SA;;;
39852;SANGUINARINA NITRICA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
15962;FERRUM PICRICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
8846;CYAMÉMAZINE;SA;;;
34;CHLORHYDRATE DE BUPIVACAÏNE;SA;;;
80150;INSULINE DÉTÉMIR ;SA;;;
24277;ACIDE IBANDRONIQUE;ST;;;
76959;LYCOPUS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
5249;CHLORHYDRATE DE DOPAMINE;SA;;;
17194;CHLORHYDRATE DE BUPROPIONE;SA;;;
4925;GOMME KARAYA;SA;;;
19476;POLYVINYLPOLYPYRROLIDONE;SA;;;
70544;ACÉTATE DE CASPOFUNGINE ;SA;;;
40067;AGALSIDASE BÊTA ;SA;;;
55402;FERRUM MURIATICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
22106;AZURITE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
359;CALCITONINE SALMINE SYNTHÉTIQUE;SA;;;
59533;EXTRAIT SEC DE RACINE DE VALÉRIANE;SA;;;
79918;CHALCOPYRITE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
82744;PLACENTINE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
2534;NICOTINATE DE BENZYLE;SA;;;
4852;SALICYLATE DE GLYCOL;SA;;;
2092;IBUPROFÈNE;ST;;;
29909;IBUPROFÈNE (LYSINATE D');SA;;;
28133;CHINA REGIA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
45102;ANAGRÉLIDE (CHLORHYDRATE D') MONOHYDRATÉ;SA;;;
2039;MAGNESIA BROMATA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
8839;CLEMATIS ERECTA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
93297;HYDROXYÉTHYLAMIDON 130 000;SA;;;
33959;DIGLUCONATE DE CHLORHEXIDINE, SOLUTION DE;SA;;;
34378;ATRACURIUM;ST;;;
68362;PINUS SYLVESTRIS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
1595;CURCUMA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
3557;SALICYLICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
41652;TOLTÉRODINE;ST;;;
54371;TOLTÉRODINE (L- TARTRATE DE);SA;;;
26148;CHLORHYDRATE DE SOLRIAMFÉTOL;SA;;;
26197;SOLRIAMFÉTOL;ST;;;
26259;ÉRYTHROMYCINE (LACTOBIONATE D');SA;;;
64628;ZEA MAÏS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
3778;CHLORHEXIDINE (DIGLUCONATE DE);ST;;;
39398;CLÉVIDIPINE;SA;;;
52;CHLORHYDRATE D'APOMORPHINE;SA;;;
73153;VERTÉPORFINE;SA;;;
43009;DÉLAMANID;SA;;;
4546;SODIUM (FLUORURE DE);SA;;;
41363;CNICUS BENEDICTUS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
42724;ALLOXANUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
5551;BROMHYDRATE DE SCOPOLAMINE;SA;;;
29848;SCOPOLAMINE;ST;;;
40883;ACIDE PARA-AMINOSALICYLIQUE;SA;;;
67786;HURA BRASILIENSIS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
44025;CITRATE DE GALLIUM [67GA];SA;;;
25037;IOPAMIDOL;SA;;;
1014;N-ACÉTYL L-CYSTÉINE;SA;;;
67056;ACIDE LÉVOFOLINIQUE;ST;;;
71300;LÉVOFOLINATE DISODIQUE;SA;;;
27;MACROGOL 9 (ÉTHER LAURIQUE DE);SA;;;
8215;TIANEPTINE SODIQUE;SA;;;
640;SORBITOL;SA;;;
74618;LEVISTICUM OFFICINALE, DÉCOCTÉ POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
3376;RITIOMÉTAN MAGNÉSIEN;SA;;;
99176;ABCIXIMAB (C7E3B FAB);SA;;;
93910;CARTILAGO POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
617;SULFADIAZINE ARGENTIQUE;SA;;;
44935;NITRATE CÉREUX HEXAHYDRATÉ;SA;;;
1123;AMIDOTRIZOATE DE SODIUM;SA;;;
3146;AMIDOTRIZOATE DE MÉGLUMINE;SA;;;
50274;MIGLITOL;SA;;;
83397;SAPROPTÉRINE;ST;;;
90563;DICHLORHYDRATE DE SAPROPTÉRINE;SA;;;
11144;ÉCONAZOLE BASE;ST;;;
4872;ÉSÉRIDINE (SALICYLATE D');SA;;;
45973;BITARTRATE DE MERCAPTAMINE;SA;;;
94583;CYSTÉAMINE;ST;;;
45987;JUSTICIA ADHATODA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
94401;BENDAMUSTINE (CHLORHYDRATE DE);SA;;;
18542;ANTHRACINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
