CodeCIS	Denomination	FormePharmaceutique	VoiesAdministration
62415804	MUCOPRET, comprimé pelliculé	comprimé pelliculé	orale
61841021	MUCOR MUCEDO BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
61068496	MUCOTHIOL 200 mg, comprimé pelliculé	comprimé pelliculé	orale
69213011	MULTAQ 400 mg, comprimé pelliculé	comprimé pelliculé	orale
63515348	MULTIBIC 2 mmol/l POTASSIUM, solution pour hémodialyse/hémofiltration	solution pour hémodialyse pour hémodialyse et  solution pour hémodialyse pour hémodialyse	"hémodialyse;hémofiltration;voie extracorporelle autre"
68604270	MULTIBIC 4 mmol/l POTASSIUM, solution pour hémodialyse/hémofiltration	solution pour hémodialyse pour hémodialyse et  solution pour hémodialyse pour hémodialyse	"hémodialyse;hémofiltration;voie extracorporelle autre"
67136790	MULTIBIC SANS POTASSIUM, solution pour hémodialyse/hémofiltration	solution pour hémodialyse pour hémodialyse et  solution pour hémodialyse pour hémodialyse	"hémodialyse;hémofiltration;voie extracorporelle autre"
65347924	MULTICROM 2 %, collyre en solution	collyre en solution	ophtalmique
67189273	MULTIHANCE 0,5 mmol/mL, solution injectable (IV)	solution injectable	intraveineuse
62924107	MULTIHANCE 0,5 mmol/mL, solution injectable en seringue pré-remplie	solution injectable	intraveineuse
68104920	MULTILARM 0,9 POUR CENT, collyre en solution	collyre en solution	ophtalmique
63675185	MUPHORAN, poudre et solution pour usage parentéral à diluer (perfusion)	poudre et  solution pour usage parentéral à diluer	intraveineuse
69265691	MUPIDERM 2 %, pommade	pommade	cutanée
61059102	MUPIROCINE ARROW 2 %, pommade	pommade	cutanée
68172597	MUPIROCINE BIOGARAN 2 %, pommade	pommade	cutanée
64347960	MUPIROCINE EG 2%, pommade	pommade	cutanée
60109303	MUPIROCINE PIERRE FABRE 2%, pommade	pommade	cutanée
62270981	MUPIROCINE SANDOZ 2 %, pommade	pommade	cutanée
65777420	MUPIROCINE VIATRIS 2 %, pommade	pommade	cutanée
61559164	MUQUEUSE NASALE BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
69377975	MUQUEUSE RHINO-PHARYNGEE BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
64349694	MUQUEUSE SINUSALE BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
69285847	MUQUEUSE SINUSALE WELEDA, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH	 crème et solution et granules et poudre	"cutanée;orale;sublinguale"
61530682	MUREX PURPUREA BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
65950356	MURIATICUM ACIDUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
60520315	MURIATICUM ACIDUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
69536826	MUSCLE STRIE BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
67245163	MUSE 1000 microgrammes, bâton pour usage urétral	bâton pour usage urétral	urétrale
60415442	MUSE 250 microgrammes, bâton pour usage urétral	bâton pour usage urétral	urétrale
67997582	MUSE 500 microgrammes, bâton pour usage urétral	bâton pour usage urétral	urétrale
63804559	MUXOL 30 mg, comprimé	comprimé	orale
61641907	MUXOL, solution buvable	solution buvable	orale
61409314	MVASI 25 mg/mL, solution à diluer pour perfusion	solution à diluer pour perfusion	intraveineuse
69994784	MYALEPTA 11,3 mg, poudre pour solution injectable	poudre pour solution injectable	sous-cutanée
60446726	MYALEPTA 3 mg, poudre pour solution injectable	poudre pour solution injectable	sous-cutanée
67974594	MYALEPTA 5,8 mg, poudre pour solution injectable	poudre pour solution injectable	sous-cutanée
60074934	MYAMBUTOL 1000 mg/10 ml, solution injectable (I.M.-I.V.) en ampoule	solution injectable	"intramusculaire;intraveineuse"
69861990	MYAMBUTOL 400 mg, comprimé pelliculé sécable	comprimé pelliculé sécable	orale
62450342	MYCAMINE 100 mg, poudre pour solution pour perfusion	poudre pour solution pour perfusion	intraveineuse
63197760	MYCAMINE 50 mg, poudre pour solution pour perfusion	poudre pour solution pour perfusion	intraveineuse
65373901	MYCOAPAISYL 1 POUR CENT, crème	crème	cutanée
66860082	MYCOAPAISYL 1 POUR CENT, poudre pour application cutanée	poudre pour application	cutanée
60298028	MYCODECYL, poudre pour application locale	poudre pour application	cutanée
67301480	MYCOHYDRALIN 200 mg, comprimé vaginal	comprimé	vaginale
60070359	MYCOHYDRALIN 500 mg, capsule vaginale	capsule	vaginale
67933494	MYCOHYDRALIN 500 mg, comprimé vaginal	comprimé	vaginale
68001621	MYCOHYDRALIN 500 mg, comprimé vaginal	comprimé	vaginale
67777579	MYCOHYDRALIN, crème	crème	cutanée
62628179	MYCONAIL 80 mg/g, vernis à ongles médicamenteux	vernis à ongles médicamenteux(se)	cutanée
69391195	MYCOPHENOLATE MOFETIL ACCORD HEALTHCARE 250 mg, gélule	gélule	orale
60754332	MYCOPHENOLATE MOFETIL ACCORD HEALTHCARE 500 mg, comprimé pelliculé	comprimé pelliculé	orale
64833033	MYCOPHENOLATE MOFETIL BIOGARAN 250 mg, gélule	gélule	orale
63101055	MYCOPHENOLATE MOFETIL BIOGARAN 500 mg, comprimé pelliculé	comprimé pelliculé	orale
68182805	MYCOPHENOLATE MOFETIL EG 250 mg, gélule	gélule	orale
65718888	MYCOPHENOLATE MOFETIL EG 500 mg, comprimé pelliculé	comprimé pelliculé	orale
66950569	MYCOPHENOLATE MOFETIL MYLAN 500 mg, comprimé pelliculé	comprimé pelliculé	orale
65743852	MYCOPHENOLATE MOFETIL SANDOZ 250 mg, gélule	gélule	orale
67086615	MYCOPHENOLATE MOFETIL SANDOZ 500 mg, comprimé pelliculé	comprimé pelliculé	orale
63352659	MYCOPHENOLATE MOFETIL TEVA 250 mg, gélule	gélule	orale
69143068	MYCOPHENOLATE MOFETIL TEVA 500 mg, comprimé pelliculé	comprimé pelliculé	orale
61729741	MYCOSEDERMYL 1 POUR CENT, crème	crème	cutanée
67373049	MYCOSKIN 1 %, crème	crème	cutanée
62250594	MYCOSTATINE 100 000 UI/ml, suspension buvable	suspension buvable	orale
67876869	MYCOSTER 1 %, solution pour application cutanée	solution pour application	cutanée
67780835	MYCOSTER 1 POUR CENT, poudre pour application cutanée	poudre pour application	cutanée
65316206	MYCOSTER 1 pour cent, crème	crème	cutanée
63230705	MYCOSTER 10 mg/g, shampooing	shampooing	cutanée
64199166	MYCOSTER 8 %, solution filmogène pour application locale en flacon	solution filmogène pour application	cutanée
65082408	MYDRANE 0,2 mg/ml + 3,1 mg/ml + 10 mg/ml, solution injectable	solution injectable	intra-camérulaire
67423452	MYDRIASERT, insert ophtalmique	insert	ophtalmique
62915154	MYDRIATICUM 0,5 POUR CENT, collyre	collyre	ophtalmique
64029712	MYDRIATICUM 2 mg/0,4 ml, collyre en récipient unidose	collyre	ophtalmique
69678277	MYFORTIC 180 mg, comprimé gastro-résistant	comprimé gastro-résistant(e)	orale
67858369	MYFORTIC 360 mg, comprimé gastro-résistant	comprimé gastro-résistant(e)	orale
64700734	MYLERAN 2 mg, comprimé pelliculé	comprimé pelliculé	orale
66531838	MYLEUGYNE 1 %, crème	crème	cutanée
63220999	MYLEUGYNE L.P. 150 mg, ovule à libération prolongée	ovule à libération prolongée	vaginale
60664059	MYLOTARG 5 mg, poudre pour solution à diluer pour perfusion	poudre pour solution à diluer pour perfusion	intraveineuse
60929447	MYNOCINE 100 mg, gélule	gélule	orale
68974273	MYOCET 50 mg, poudre, dispersion et solvant pour solution à diluer pour dispersion pour perfusion	poudre et  dispersion et  solvant pour solution à diluer pour dispersion pour perfusion	intraveineuse
61360340	MYOVIEW 230 microgrammes, trousse radiopharmaceutique	trousse radiopharmaceutique	intraveineuse
61065137	MYOZYME 50 mg, poudre pour solution à diluer pour perfusion	poudre pour solution à diluer pour perfusion	intraveineuse
61670321	MYRELEZ L.P. 120 mg, solution injectable à libération prolongée en seringue préremplie	solution injectable à libération prolongée	sous-cutanée
61748503	MYRELEZ L.P. 60 mg, solution injectable à libération prolongée en seringue préremplie	solution injectable à libération prolongée	sous-cutanée
64177223	MYRELEZ L.P. 90 mg, solution injectable à libération prolongée en seringue préremplie	solution injectable à libération prolongée	sous-cutanée
61659862	MYRICA CERIFERA BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 7DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
62772603	MYRISTICA SEBIFERA BOIRON, degré de dilution compris entre 3CH et 30CH ou entre 6DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
69229122	MYRISTICA SEBIFERA WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 crème et solution et granules et poudre	"cutanée;orale;sublinguale"
60151601	MYRRHA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
64059132	MYRRHA WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 crème et solution et granules et poudre	"cutanée;orale;sublinguale"
63342316	MYRTUS COMMUNIS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
69190025	MYSILDECARD 20 mg, comprimé pelliculé	comprimé pelliculé	orale
65201684	MYSOLINE 250 mg, comprimé sécable	comprimé sécable	orale
60374821	MYTELASE 10 mg, comprimé	comprimé	orale
67658048	NAABAK 19,6 mg/0,4 ml, collyre en récipient unidose	collyre	ophtalmique
66227034	NAABAK 4,9 POUR CENT, collyre en solution	collyre	ophtalmique
69171021	NAAXIA, collyre	collyre	ophtalmique
60600334	NAAXIAFREE 4,9 %, collyre en solution	collyre en solution	ophtalmique
60774655	NABUCOX 1 g, comprimé dispersible	comprimé dispersible	orale
64224915	NABUCOX 500 mg, comprimé pelliculé	comprimé pelliculé	orale
60639052	NAFTIDROFURYL BIOGARAN 200 mg, comprimé pelliculé	comprimé pelliculé	orale
65067139	NAFTIDROFURYL MYLAN 100 mg, gélule	gélule	orale
60730064	NAFTIDROFURYL MYLAN 200 mg, comprimé pelliculé	comprimé pelliculé	orale
60130742	NAFTIDROFURYL TEVA 200 mg, comprimé pelliculé	comprimé pelliculé	orale
67195461	NAFTIDROFURYL ZENTIVA 200 mg, comprimé pelliculé	comprimé pelliculé	orale
61621776	NAFTILUX 200 mg, gélule	gélule	orale
66966299	NAGLAZYME 1 mg/ml, solution à diluer pour perfusion	solution à diluer pour perfusion	intraveineuse
65276345	NAJA TRIPUDIANS BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
61722693	NALADOR 500 microgrammes, lyophilisat pour usage parentéral	lyophilisat pour usage parentéral	intraveineuse
68786410	NALBUPHINE MYLAN 20 mg/2 ml, solution injectable (I.V.-S.C.-I.M.)	solution injectable	"intramusculaire;intraveineuse;sous-cutanée"
61214830	NALBUPHINE RENAUDIN 20 mg/2 ml, solution injectable	solution injectable	"intramusculaire;intraveineuse;sous-cutanée"
64634871	NALBUPHINE SERB 20 mg/2 ml, solution injectable	solution injectable	"intramusculaire;intraveineuse;sous-cutanée"
68362550	NALGESIC 300 mg, comprimé pelliculé	comprimé pelliculé	orale
66883896	NALOXONE AGUETTANT 0,4 mg/ml, solution injectable	solution injectable	"intramusculaire;intraveineuse;sous-cutanée"
64456251	NALOXONE VIATRIS 0,4 mg/1 ml, solution injectable en ampoule	solution injectable	intraveineuse
66352301	NALPAIN 20 mg/2 ml, solution injectable	solution injectable	"intramusculaire;intraveineuse;sous-cutanée"
60855566	NALSCUE 0,9 mg/0,1 ml, solution pour pulvérisation nasale en récipient unidose	solution pour pulvérisation	nasale
67115586	NALTREXONE ACCORD 50 mg, comprimé pelliculé sécable	comprimé pelliculé sécable	orale
60370919	NALTREXONE MYLAN 50 mg, comprimé pelliculé sécable	comprimé pelliculé sécable	orale
67638864	NAMUSCLA 167 mg, gélule	gélule	orale
62308389	NANOCIS 0,24 mg trousse pour préparation radiopharmaceutique	trousse et  trousse pour préparation radiopharmaceutique	"intradermique;orale;péri-aréolaire;péritumorale;sous-cutanée;sous-muqueuse"
63210987	NANOCOLL 500 microgrammes, trousse radiopharmaceutique	trousse radiopharmaceutique	"intraveineuse;sous-cutanée"
64276082	NAPHTALINUM BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
66488924	NAPHTALINUM LEHNING, degré de dilution compris entre 4CH et 30CH ou entre 7DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
60752908	NAPROSYNE 1000 mg, comprimé	comprimé	orale
69378155	NAPROSYNE 250 mg, comprimé	comprimé	orale
67183480	NAPROSYNE 500 mg, comprimé	comprimé	orale
61990606	NAPROXENE SODIQUE ARROW 550 mg, comprimé pelliculé sécable	comprimé pelliculé sécable	orale
62047793	NAPROXENE SODIQUE EG 550 mg, comprimé pelliculé sécable	comprimé pelliculé sécable	orale
60947025	NAPROXENE SODIQUE TEVA 550 mg, comprimé pelliculé	comprimé pelliculé	orale
67586588	NARAMIG 2,5 mg, comprimé pelliculé	comprimé pelliculé	orale
69871575	NARATRIPTAN ARROW 2,5 mg, comprimé pelliculé	comprimé pelliculé	orale
66793438	NARATRIPTAN BIOGARAN 2,5 mg, comprimé pelliculé	comprimé pelliculé	orale
68686698	NARATRIPTAN EG 2,5 mg, comprimé pelliculé	comprimé pelliculé	orale
64876127	NARATRIPTAN MYLAN 2,5 mg, comprimé pelliculé	comprimé pelliculé	orale
67482194	NARATRIPTAN SANDOZ 2,5 mg, comprimé pelliculé	comprimé pelliculé	orale
69298093	NARATRIPTAN TEVA 2,5 mg, comprimé pelliculé	comprimé pelliculé	orale
65017150	NARATRIPTAN ZENTIVA 2,5 mg, comprimé pelliculé	comprimé pelliculé	orale
69645626	NARATRIPTAN ZYDUS 2,5 mg, comprimé pelliculé	comprimé pelliculé	orale
65464991	NARAVELA 250 microgrammes/35 microgrammes, comprimé	comprimé	orale
64117646	NARCAN 0,4 mg/1 ml, solution injectable en ampoule	solution injectable	"intramusculaire;intraveineuse;sous-cutanée"
67245028	NAROPEINE 10 mg/ml, solution injectable en ampoule	solution injectable	"infiltration;péridurale;périneurale"
67480631	NAROPEINE 2 mg/ml, solution injectable en ampoule	solution injectable	"infiltration;péridurale;périneurale"
66370559	NAROPEINE 2 mg/ml, solution injectable en poche	solution injectable	"infiltration;péridurale;périneurale"
66101975	NAROPEINE 5 mg/ml, solution injectable	solution injectable	intrathécale
63602269	NAROPEINE 7,5 mg/ml, solution injectable en ampoule	solution injectable	"infiltration;péridurale;périneurale"
69649126	NASACORT 55 microgrammes par dose, suspension pour pulvérisation nasale	suspension pour pulvérisation	nasale
63566855	NASONEX 50 microgrammes/dose, suspension pour pulvérisation nasale	suspension pour pulvérisation	nasale
66407363	NATECAL VITAMINE D3 600 mg/400 U.I., comprimé à mâcher	comprimé à mâcher	orale
62570701	NATECAL VITAMINE D3, 600 mg/400 UI, comprimé orodispersible	comprimé orodispersible	orale
63010506	NATI-K 500 mg, comprimé gastro-résistant	comprimé gastro-résistant(e)	orale
60259242	NATISPRAY 0,15 mg/dose, solution pour pulvérisation buccale	solution pour pulvérisation	sublinguale
67377186	NATISPRAY 0,30 mg/dose, solution pour pulvérisation buccale	solution pour pulvérisation	sublinguale
60345218	NATRIXAM 1,5 mg/10 mg, comprimé à libération modifiée	comprimé à libération modifiée	orale
60453382	NATRIXAM 1,5 mg/10 mg, comprimé à libération modifiée	comprimé à libération modifiée	orale
67290596	NATRIXAM 1,5 mg/10 mg, comprimé à libération modifiée	comprimé à libération modifiée	orale
61890673	NATRIXAM 1,5 mg/5 mg, comprimé à libération modifiée	comprimé à libération modifiée	orale
66321989	NATRIXAM 1,5 mg/5 mg, comprimé à libération modifiée	comprimé à libération modifiée	orale
66660014	NATRIXAM 1,5 mg/5 mg, comprimé à libération modifiée	comprimé à libération modifiée	orale
66834778	NATRUM CARBONICUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
63121734	NATRUM CARBONICUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
63194390	NATRUM CARBONICUM WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	granules et  poudre et  solution en gouttes en gouttes	"orale;sublinguale"
63890191	NATRUM MURIATICUM BOIRON, degré de dilution compris entre 2CH à 30CH et 4DH à 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
61846171	NATRUM MURIATICUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
65472002	NATRUM MURIATICUM NATURALE WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 crème et solution et granules et poudre	"cutanée;orale;sublinguale"
